caller;start;end;duration;recipient;origin;destination;ratepermin;costs;origincontinent;destinationcontinent;callergender;recipientgender
Jana;04.10.2014 02:46:01;04.10.2014 03:01:01;15;Diane;Kansas;Saudi Arabia;0.47;7.05;United States;Asia;Female;Female
Jan;04.10.2014 02:48:25;04.10.2014 04:21:25;93;Melinda;Indiana;Taiwan;0.07;6.51;United States;Asia;Male;Female
Zoe;04.10.2014 02:49:20;04.10.2014 03:39:20;50;Yagmur;North Dakota;Monaco;0.14;7.00;United States;Europe;Male;Male
Adrian;04.10.2014 02:49:20;04.10.2014 03:39:20;50;Yagmur;Colorado;Monaco;0.14;7.00;United States;Europe;Male;Male
Jana;04.10.2014 03:14:40;04.10.2014 05:12:40;118;Diane;Kansas;Saudi Arabia;0.47;55.46;United States;Asia;Female;Female
Alina;04.10.2014 03:15:34;04.10.2014 03:54:34;39;Jonte;Connecticut;Lithuania;0.34;13.26;United States;Europe;Female;Male
Alina;04.10.2014 03:15:34;04.10.2014 03:41:34;26;Jonte;Connecticut;Lithuania;0.34;8.84;United States;Europe;Female;Male
Sofia;04.10.2014 03:22:34;04.10.2014 03:54:34;32;Jolie;Massachusetts;Bahamas;0.23;7.36;United States;North America;Female;Female
Elias;04.10.2014 03:22:34;04.10.2014 04:20:34;58;Diane;New Jersey;Saudi Arabia;0.47;27.26;United States;Asia;Male;Female
Maximilian;04.10.2014 03:22:34;04.10.2014 03:38:34;16;Diane;Rhode Island;Saudi Arabia;0.47;7.52;United States;Asia;Male;Female
Ida;04.10.2014 03:37:23;04.10.2014 04:22:23;45;Ylvi;Maine;Anguilla;0.57;25.65;United States;South America;Female;Female
Ida;04.10.2014 03:37:23;04.10.2014 03:54:23;17;Ylvi;Maine;Anguilla;0.57;9.69;United States;South America;Female;Female
Jakob;04.10.2014 03:45:14;04.10.2014 05:19:14;94;Diane;Texas;Saudi Arabia;0.47;44.18;United States;Asia;Male;Female
Zoe;04.10.2014 03:53:19;04.10.2014 03:57:19;4;Diane;North Dakota;Saudi Arabia;0.47;1.88;United States;Asia;Male;Female
Adrian;04.10.2014 03:53:19;04.10.2014 03:57:19;4;Diane;Colorado;Saudi Arabia;0.47;1.88;United States;Asia;Male;Female
Zoe;04.10.2014 03:54:00;04.10.2014 05:53:00;119;Laureen;North Dakota;Canada;0.00;0.00;United States;North America;Male;Female
Adrian;04.10.2014 03:54:00;04.10.2014 04:56:00;62;Laureen;Colorado;Canada;0.00;0.00;United States;North America;Male;Female
Jan;04.10.2014 04:00:55;04.10.2014 05:54:55;114;Anni;Indiana;Cayman Islands;0.24;27.36;United States;Oceania;Male;Female
Jakob;04.10.2014 04:02:38;04.10.2014 05:19:38;77;Diane;Texas;Saudi Arabia;0.47;36.19;United States;Asia;Male;Female
Jan;04.10.2014 04:03:35;04.10.2014 04:26:35;23;Diane;Indiana;Saudi Arabia;0.47;10.81;United States;Asia;Male;Female
Jan;04.10.2014 04:04:09;04.10.2014 04:05:09;1;Diane;Indiana;Saudi Arabia;0.47;0.47;United States;Asia;Male;Female
Jan;04.10.2014 04:04:14;04.10.2014 05:45:14;101;Diane;Indiana;Saudi Arabia;0.47;47.47;United States;Asia;Male;Female
Jakob;04.10.2014 04:05:22;04.10.2014 04:36:22;31;Diane;Texas;Saudi Arabia;0.47;14.57;United States;Asia;Male;Female
Jakob;04.10.2014 04:06:54;04.10.2014 05:17:54;71;Diane;Texas;Saudi Arabia;0.47;33.37;United States;Asia;Male;Female
Jakob;04.10.2014 04:11:00;04.10.2014 05:29:00;78;Diane;Texas;Saudi Arabia;0.47;36.66;United States;Asia;Male;Female
Sofia;04.10.2014 04:31:48;04.10.2014 05:08:48;37;Jolie;Massachusetts;Bahamas;0.23;8.51;United States;North America;Female;Female
Elias;04.10.2014 04:31:48;04.10.2014 05:08:48;37;Diane;New Jersey;Saudi Arabia;0.47;17.39;United States;Asia;Male;Female
Maximilian;04.10.2014 04:31:48;04.10.2014 05:08:48;37;Diane;Rhode Island;Saudi Arabia;0.47;17.39;United States;Asia;Male;Female
Sofia;04.10.2014 04:32:34;04.10.2014 05:23:34;51;Jolie;Massachusetts;Bahamas;0.23;11.73;United States;North America;Female;Female
Elias;04.10.2014 04:32:34;04.10.2014 05:00:34;28;Diane;New Jersey;Saudi Arabia;0.47;13.16;United States;Asia;Male;Female
Maximilian;04.10.2014 04:32:34;04.10.2014 05:50:34;78;Diane;Rhode Island;Saudi Arabia;0.47;36.66;United States;Asia;Male;Female
Sofia;04.10.2014 04:32:44;04.10.2014 06:00:44;88;Jolie;Massachusetts;Bahamas;0.23;20.24;United States;North America;Female;Female
Elias;04.10.2014 04:32:44;04.10.2014 05:11:44;39;Jolie;New Jersey;Bahamas;0.23;8.97;United States;North America;Male;Female
Maximilian;04.10.2014 04:32:44;04.10.2014 05:41:44;69;Jolie;Rhode Island;Bahamas;0.23;15.87;United States;North America;Male;Female
Sofia;04.10.2014 04:33:12;04.10.2014 05:56:12;83;Jolie;Massachusetts;Bahamas;0.23;19.09;United States;North America;Female;Female
Elias;04.10.2014 04:33:12;04.10.2014 05:56:12;83;Diane;New Jersey;Saudi Arabia;0.47;39.01;United States;Asia;Male;Female
Maximilian;04.10.2014 04:33:12;04.10.2014 05:56:12;83;Diane;Rhode Island;Saudi Arabia;0.47;39.01;United States;Asia;Male;Female
Frieda;04.10.2014 04:41:56;04.10.2014 05:38:56;57;Diane;Vermont;Saudi Arabia;0.47;26.79;United States;Asia;Female;Female
Emely;04.10.2014 04:58:49;04.10.2014 06:35:49;97;Diane;Arkansas;Saudi Arabia;0.47;45.59;United States;Asia;Female;Female
Mika;04.10.2014 04:59:35;04.10.2014 05:15:35;16;Tamino;Vermont;Vietnam;0.65;10.40;United States;Asia;Male;Male
Mia;04.10.2014 04:59:35;04.10.2014 05:15:35;16;Tamino;Nebraska;Vietnam;0.65;10.40;United States;Asia;Female;Male
Niklas;04.10.2014 04:59:35;04.10.2014 06:39:35;100;Tamino;Florida;Vietnam;0.65;65.00;United States;Asia;Male;Male
Niklas;04.10.2014 04:59:35;04.10.2014 05:15:35;16;Tamino;Florida;Vietnam;0.65;10.40;United States;Asia;Male;Male
Niklas;04.10.2014 04:59:42;04.10.2014 06:27:42;88;Christian;Florida;Spain;0.07;6.16;United States;Europe;Male;Male
Mia;04.10.2014 04:59:42;04.10.2014 06:07:42;68;Christian;Nebraska;Spain;0.07;4.76;United States;Europe;Female;Male
Mia;04.10.2014 04:59:42;04.10.2014 05:14:42;15;Christian;Nebraska;Spain;0.07;1.05;United States;Europe;Female;Male
Frieda;04.10.2014 05:02:10;04.10.2014 05:31:10;29;Diane;Vermont;Saudi Arabia;0.47;13.63;United States;Asia;Female;Female
Emely;04.10.2014 05:07:28;04.10.2014 06:07:28;60;Diane;Arkansas;Saudi Arabia;0.47;28.20;United States;Asia;Female;Female
Emely;04.10.2014 05:07:28;04.10.2014 06:07:28;60;Diane;Arkansas;Saudi Arabia;0.47;28.20;United States;Asia;Female;Female
Emely;04.10.2014 05:07:56;04.10.2014 05:39:56;32;Diane;Arkansas;Saudi Arabia;0.47;15.04;United States;Asia;Female;Female
Emely;04.10.2014 05:09:56;04.10.2014 06:01:56;52;Diane;Arkansas;Saudi Arabia;0.47;24.44;United States;Asia;Female;Female
Frieda;04.10.2014 05:19:28;04.10.2014 05:44:28;25;Diane;Vermont;Saudi Arabia;0.47;11.75;United States;Asia;Female;Female
Ben;04.10.2014 07:54:16;04.10.2014 08:57:16;63;Diane;South Dakota;Saudi Arabia;0.47;29.61;United States;Asia;Male;Female
Frieda;04.10.2014 13:36:52;04.10.2014 14:17:52;41;Diane;Vermont;Saudi Arabia;0.47;19.27;United States;Asia;Female;Female
Clara;04.10.2014 13:54:55;04.10.2014 15:04:55;70;Jordan;Maryland;Bosnia;0.34;23.80;United States;Europe;Female;Male
Jonathan;04.10.2014 13:54:55;04.10.2014 14:40:55;46;Diane;West Virginia;Saudi Arabia;0.47;21.62;United States;Asia;Male;Female
Jakob;04.10.2014 14:00:39;04.10.2014 14:42:39;42;Diane;Texas;Saudi Arabia;0.47;19.74;United States;Asia;Male;Female
Jakob;04.10.2014 14:05:20;04.10.2014 14:55:20;50;Diane;Texas;Saudi Arabia;0.47;23.50;United States;Asia;Male;Female
Niklas;04.10.2014 14:07:30;04.10.2014 14:57:30;50;Christian;Florida;Spain;0.07;3.50;United States;Europe;Male;Male
Mia;04.10.2014 14:07:30;04.10.2014 15:25:30;78;Christian;Nebraska;Spain;0.07;5.46;United States;Europe;Female;Male
Mia;04.10.2014 14:07:30;04.10.2014 14:59:30;52;Christian;Nebraska;Spain;0.07;3.64;United States;Europe;Female;Male
Mika;04.10.2014 14:07:40;04.10.2014 14:36:40;29;Diane;Vermont;Saudi Arabia;0.47;13.63;United States;Asia;Male;Female
Mia;04.10.2014 14:07:40;04.10.2014 14:26:40;19;Diane;Nebraska;Saudi Arabia;0.47;8.93;United States;Asia;Female;Female
Niklas;04.10.2014 14:07:40;04.10.2014 15:09:40;62;Diane;Florida;Saudi Arabia;0.47;29.14;United States;Asia;Male;Female
Niklas;04.10.2014 14:07:40;04.10.2014 14:16:40;9;Diane;Florida;Saudi Arabia;0.47;4.23;United States;Asia;Male;Female
Mika;04.10.2014 14:11:52;04.10.2014 15:15:52;64;Anni;Vermont;Cayman Islands;0.24;15.36;United States;Oceania;Male;Female
Mia;04.10.2014 14:11:52;04.10.2014 15:15:52;64;Anni;Nebraska;Cayman Islands;0.24;15.36;United States;Oceania;Female;Female
Niklas;04.10.2014 14:11:52;04.10.2014 14:44:52;33;Anni;Florida;Cayman Islands;0.24;7.92;United States;Oceania;Male;Female
Niklas;04.10.2014 14:11:52;04.10.2014 15:15:52;64;Anni;Florida;Cayman Islands;0.24;15.36;United States;Oceania;Male;Female
Mika;04.10.2014 14:14:19;04.10.2014 15:03:19;49;Diane;Vermont;Saudi Arabia;0.47;23.03;United States;Asia;Male;Female
Mia;04.10.2014 14:14:19;04.10.2014 15:11:19;57;Diane;Nebraska;Saudi Arabia;0.47;26.79;United States;Asia;Female;Female
Niklas;04.10.2014 14:14:19;04.10.2014 15:41:19;87;Diane;Florida;Saudi Arabia;0.47;40.89;United States;Asia;Male;Female
Niklas;04.10.2014 14:14:19;04.10.2014 16:05:19;111;Diane;Florida;Saudi Arabia;0.47;52.17;United States;Asia;Male;Female
Leni;04.10.2014 14:31:12;04.10.2014 15:36:12;65;Diane;Missouri;Saudi Arabia;0.47;30.55;United States;Asia;Male;Female
Jakob;04.10.2014 14:33:22;04.10.2014 15:00:22;27;Diane;Texas;Saudi Arabia;0.47;12.69;United States;Asia;Male;Female
Jakob;04.10.2014 14:36:25;04.10.2014 15:10:25;34;Diane;Texas;Saudi Arabia;0.47;15.98;United States;Asia;Male;Female
Tim;04.10.2014 14:38:10;04.10.2014 14:57:10;19;Jesko;Montana;Tuvalu;1.84;34.96;United States;Oceania;Male;Male
Tim;04.10.2014 14:42:54;04.10.2014 15:27:54;45;Alea;Montana;Ivory Coast;0.68;30.60;United States;Africa;Male;Female
Leni;04.10.2014 14:43:12;04.10.2014 15:04:12;21;Medina;Missouri;Hong Kong;0.09;1.89;United States;Asia;Male;Female
Tim;04.10.2014 14:46:01;04.10.2014 15:42:01;56;Alea;Montana;Ivory Coast;0.68;38.08;United States;Africa;Male;Female
Leni;04.10.2014 14:46:18;04.10.2014 15:03:18;17;Medina;Missouri;Hong Kong;0.09;1.53;United States;Asia;Male;Female
Mika;04.10.2014 15:10:45;04.10.2014 15:55:45;45;Diane;Vermont;Saudi Arabia;0.47;21.15;United States;Asia;Male;Female
Mia;04.10.2014 15:10:45;04.10.2014 15:17:45;7;Diane;Nebraska;Saudi Arabia;0.47;3.29;United States;Asia;Female;Female
Niklas;04.10.2014 15:10:45;04.10.2014 15:42:45;32;Diane;Florida;Saudi Arabia;0.47;15.04;United States;Asia;Male;Female
Niklas;04.10.2014 15:10:45;04.10.2014 15:23:45;13;Diane;Florida;Saudi Arabia;0.47;6.11;United States;Asia;Male;Female
Jonas;04.10.2014 15:28:09;04.10.2014 17:12:09;104;Diane;Kansas;Saudi Arabia;0.47;48.88;United States;Asia;Male;Female
Charlotte;04.10.2014 15:30:31;04.10.2014 17:00:31;90;Diane;Alaska;Saudi Arabia;0.47;42.30;United States;Asia;Female;Female
Noah;04.10.2014 15:30:31;04.10.2014 15:34:31;4;Diane;Nevada;Saudi Arabia;0.47;1.88;United States;Asia;Male;Female
Zoe;04.10.2014 15:38:12;04.10.2014 16:39:12;61;Yagmur;North Dakota;Monaco;0.14;8.54;United States;Europe;Male;Male
Adrian;04.10.2014 15:38:12;04.10.2014 16:39:12;61;Yagmur;Colorado;Monaco;0.14;8.54;United States;Europe;Male;Male
Charlotte;04.10.2014 15:38:18;04.10.2014 16:58:18;80;Diane;Alaska;Saudi Arabia;0.47;37.60;United States;Asia;Female;Female
Noah;04.10.2014 15:38:18;04.10.2014 16:19:18;41;Diane;Nevada;Saudi Arabia;0.47;19.27;United States;Asia;Male;Female
Charlotte;04.10.2014 15:38:54;04.10.2014 17:29:54;111;Diane;Alaska;Saudi Arabia;0.47;52.17;United States;Asia;Female;Female
Noah;04.10.2014 15:38:54;04.10.2014 15:56:54;18;Diane;Nevada;Saudi Arabia;0.47;8.46;United States;Asia;Male;Female
Jan;04.10.2014 15:44:59;04.10.2014 16:38:59;54;Diane;Indiana;Saudi Arabia;0.47;25.38;United States;Asia;Male;Female
Sophie;04.10.2014 16:25:51;04.10.2014 17:35:51;70;Xenia;New Mexico;Ivory Coast;0.68;47.60;United States;Africa;Female;Female
Lotta;04.10.2014 16:26:39;04.10.2014 17:56:39;90;Stina;Washington;Mexico;0.07;6.30;United States;North America;Female;Female
Lara;04.10.2014 16:27:08;04.10.2014 17:29:08;62;Charlin;Wisconsin;Cuba;0.91;56.42;United States;North America;Female;Male
Nele;04.10.2014 16:28:21;04.10.2014 17:22:21;54;Merle;Indiana;South Korea;0.07;3.78;United States;Asia;Female;Male
Nele;04.10.2014 16:28:21;04.10.2014 18:03:21;95;Merle;Indiana;South Korea;0.07;6.65;United States;Asia;Female;Male
Emely;04.10.2014 16:32:38;04.10.2014 17:32:38;60;Diane;Arkansas;Saudi Arabia;0.47;28.20;United States;Asia;Female;Female
Emely;04.10.2014 16:33:38;04.10.2014 17:06:38;33;Diane;Arkansas;Saudi Arabia;0.47;15.51;United States;Asia;Female;Female
Jan;04.10.2014 16:34:22;04.10.2014 16:54:22;20;Diane;Indiana;Saudi Arabia;0.47;9.40;United States;Asia;Male;Female
Jan;04.10.2014 16:42:01;04.10.2014 17:14:01;32;Diane;Indiana;Saudi Arabia;0.47;15.04;United States;Asia;Male;Female
Emma;04.10.2014 16:42:03;04.10.2014 17:20:03;38;Diane;New Jersey;Saudi Arabia;0.47;17.86;United States;Asia;Female;Female
Anton;04.10.2014 16:46:07;04.10.2014 17:22:07;36;Diane;Arkansas;Saudi Arabia;0.47;16.92;United States;Asia;Male;Female
Lotta;04.10.2014 16:48:44;04.10.2014 17:56:44;68;Stina;Washington;Mexico;0.07;4.76;United States;North America;Female;Female
Lara;04.10.2014 16:49:10;04.10.2014 18:47:10;118;Charlin;Wisconsin;Cuba;0.91;107.38;United States;North America;Female;Male
Mathilda;04.10.2014 16:49:26;04.10.2014 17:05:26;16;Henriette;Oregon;Zimbabwe;0.48;7.68;United States;Africa;Female;Female
Mathilda;04.10.2014 16:49:26;04.10.2014 17:45:26;56;Henriette;Oregon;Zimbabwe;0.48;26.88;United States;Africa;Female;Female
Jan;04.10.2014 16:53:09;04.10.2014 17:26:09;33;Diane;Indiana;Saudi Arabia;0.47;15.51;United States;Asia;Male;Female
Rafael;04.10.2014 16:55:24;04.10.2014 17:16:24;21;Meyra;Maine;Turks and Caicos;0.52;10.92;United States;North America;Male;Female
Rafael;04.10.2014 16:56:16;04.10.2014 17:22:16;26;Meyra;Maine;Turks and Caicos;0.52;13.52;United States;North America;Male;Female
Mathilda;04.10.2014 16:59:09;04.10.2014 18:33:09;94;Henriette;Oregon;Zimbabwe;0.48;45.12;United States;Africa;Female;Female
Mathilda;04.10.2014 16:59:09;04.10.2014 17:34:09;35;Henriette;Oregon;Zimbabwe;0.48;16.80;United States;Africa;Female;Female
Lara;04.10.2014 17:03:23;04.10.2014 17:50:23;47;Charlin;Wisconsin;Cuba;0.91;42.77;United States;North America;Female;Male
Lotta;04.10.2014 17:03:44;04.10.2014 17:34:44;31;Stina;Washington;Mexico;0.07;2.17;United States;North America;Female;Female
Frieda;04.10.2014 17:03:56;04.10.2014 17:18:56;15;Diane;Vermont;Saudi Arabia;0.47;7.05;United States;Asia;Female;Female
Leni;04.10.2014 17:04:50;04.10.2014 17:41:50;37;Steven;Missouri;Montenegro;0.31;11.47;United States;Europe;Male;Male
Leni;04.10.2014 17:07:56;04.10.2014 17:36:56;29;Diane;Missouri;Saudi Arabia;0.47;13.63;United States;Asia;Male;Female
Jakob;04.10.2014 17:08:30;04.10.2014 18:38:30;90;Diane;Texas;Saudi Arabia;0.47;42.30;United States;Asia;Male;Female
Lotta;04.10.2014 17:09:04;04.10.2014 17:47:04;38;Stina;Washington;Mexico;0.07;2.66;United States;North America;Female;Female
Lara;04.10.2014 17:09:11;04.10.2014 17:35:11;26;Charlin;Wisconsin;Cuba;0.91;23.66;United States;North America;Female;Male
Jakob;04.10.2014 17:09:52;04.10.2014 17:47:52;38;Diane;Texas;Saudi Arabia;0.47;17.86;United States;Asia;Male;Female
Leni;04.10.2014 17:11:48;04.10.2014 17:46:48;35;Diane;Missouri;Saudi Arabia;0.47;16.45;United States;Asia;Male;Female
Leni;04.10.2014 17:13:32;04.10.2014 17:41:32;28;Diane;Missouri;Saudi Arabia;0.47;13.16;United States;Asia;Male;Female
Emely;04.10.2014 17:14:43;04.10.2014 17:31:43;17;Henriette;Arkansas;Zimbabwe;0.48;8.16;United States;Africa;Female;Female
Emely;04.10.2014 17:15:47;04.10.2014 17:32:47;17;Henriette;Arkansas;Zimbabwe;0.48;8.16;United States;Africa;Female;Female
Jan;04.10.2014 17:44:49;04.10.2014 19:19:49;95;Melinda;Indiana;Taiwan;0.07;6.65;United States;Asia;Male;Female
Jan;04.10.2014 17:45:55;04.10.2014 19:39:55;114;Diane;Indiana;Saudi Arabia;0.47;53.58;United States;Asia;Male;Female
Mika;04.10.2014 17:54:29;04.10.2014 18:50:29;56;Tamino;Vermont;Vietnam;0.65;36.40;United States;Asia;Male;Male
Mia;04.10.2014 17:54:29;04.10.2014 18:01:29;7;Tamino;Nebraska;Vietnam;0.65;4.55;United States;Asia;Female;Male
Niklas;04.10.2014 17:54:29;04.10.2014 18:33:29;39;Tamino;Florida;Vietnam;0.65;25.35;United States;Asia;Male;Male
Niklas;04.10.2014 17:54:29;04.10.2014 19:11:29;77;Tamino;Florida;Vietnam;0.65;50.05;United States;Asia;Male;Male
Niklas;04.10.2014 17:54:46;04.10.2014 19:42:46;108;Christian;Florida;Spain;0.07;7.56;United States;Europe;Male;Male
Mia;04.10.2014 17:54:46;04.10.2014 18:20:46;26;Christian;Nebraska;Spain;0.07;1.82;United States;Europe;Female;Male
Mia;04.10.2014 17:54:46;04.10.2014 19:18:46;84;Christian;Nebraska;Spain;0.07;5.88;United States;Europe;Female;Male
Anton;04.10.2014 18:14:03;04.10.2014 18:15:03;1;Diane;Arkansas;Saudi Arabia;0.47;0.47;United States;Asia;Male;Female
Mika;04.10.2014 18:20:22;04.10.2014 19:57:22;97;Tamino;Vermont;Vietnam;0.65;63.05;United States;Asia;Male;Male
Mia;04.10.2014 18:20:22;04.10.2014 19:32:22;72;Tamino;Nebraska;Vietnam;0.65;46.80;United States;Asia;Female;Male
Niklas;04.10.2014 18:20:22;04.10.2014 19:22:22;62;Tamino;Florida;Vietnam;0.65;40.30;United States;Asia;Male;Male
Niklas;04.10.2014 18:20:22;04.10.2014 19:49:22;89;Tamino;Florida;Vietnam;0.65;57.85;United States;Asia;Male;Male
Niklas;04.10.2014 18:20:43;04.10.2014 20:02:43;102;Christian;Florida;Spain;0.07;7.14;United States;Europe;Male;Male
Mia;04.10.2014 18:20:43;04.10.2014 19:37:43;77;Christian;Nebraska;Spain;0.07;5.39;United States;Europe;Female;Male
Mia;04.10.2014 18:20:43;04.10.2014 20:16:43;116;Christian;Nebraska;Spain;0.07;8.12;United States;Europe;Female;Male
Max;04.10.2014 18:26:23;04.10.2014 19:25:23;59;Diane;Ohio;Saudi Arabia;0.47;27.73;United States;Asia;Male;Female
Frieda;04.10.2014 18:30:48;04.10.2014 19:12:48;42;Diane;Vermont;Saudi Arabia;0.47;19.74;United States;Asia;Female;Female
Frieda;04.10.2014 18:32:11;04.10.2014 19:15:11;43;Diane;Vermont;Saudi Arabia;0.47;20.21;United States;Asia;Female;Female
Ben;04.10.2014 18:42:31;04.10.2014 20:21:31;99;Diane;South Dakota;Saudi Arabia;0.47;46.53;United States;Asia;Male;Female
Charlotte;04.10.2014 18:58:10;04.10.2014 20:10:10;72;Diane;Alaska;Saudi Arabia;0.47;33.84;United States;Asia;Female;Female
Noah;04.10.2014 18:58:10;04.10.2014 19:18:10;20;Diane;Nevada;Saudi Arabia;0.47;9.40;United States;Asia;Male;Female
Charlotte;04.10.2014 18:59:24;04.10.2014 19:58:24;59;Diane;Alaska;Saudi Arabia;0.47;27.73;United States;Asia;Female;Female
Noah;04.10.2014 18:59:24;04.10.2014 19:58:24;59;Diane;Nevada;Saudi Arabia;0.47;27.73;United States;Asia;Male;Female
Leni;04.10.2014 19:09:04;04.10.2014 20:09:04;60;Diane;Missouri;Saudi Arabia;0.47;28.20;United States;Asia;Male;Female
Tim;04.10.2014 19:13:06;04.10.2014 19:33:06;20;Jesko;Montana;Tuvalu;1.84;36.80;United States;Oceania;Male;Male
Jakob;04.10.2014 19:22:23;04.10.2014 19:32:23;10;Diane;Texas;Saudi Arabia;0.47;4.70;United States;Asia;Male;Female
Emil;04.10.2014 19:27:25;04.10.2014 20:23:25;56;Franziska;Nevada;Brazil;0.14;7.84;United States;South America;Male;Female
Tim;04.10.2014 19:32:28;04.10.2014 20:31:28;59;Katrin;Montana;Afghanistan;1.07;63.13;United States;Asia;Male;Female
Leni;04.10.2014 19:32:34;04.10.2014 19:54:34;22;Steven;Missouri;Montenegro;0.31;6.82;United States;Europe;Male;Male
Anton;04.10.2014 19:51:05;04.10.2014 19:55:05;4;Diane;Arkansas;Saudi Arabia;0.47;1.88;United States;Asia;Male;Female
Mika;04.10.2014 19:57:07;04.10.2014 21:00:07;63;Tamino;Vermont;Vietnam;0.65;40.95;United States;Asia;Male;Male
Mia;04.10.2014 19:57:07;04.10.2014 20:40:07;43;Tamino;Nebraska;Vietnam;0.65;27.95;United States;Asia;Female;Male
Niklas;04.10.2014 19:57:07;04.10.2014 20:21:07;24;Tamino;Florida;Vietnam;0.65;15.60;United States;Asia;Male;Male
Niklas;04.10.2014 19:57:07;04.10.2014 21:21:07;84;Tamino;Florida;Vietnam;0.65;54.60;United States;Asia;Male;Male
Niklas;04.10.2014 19:57:23;04.10.2014 21:55:23;118;Christian;Florida;Spain;0.07;8.26;United States;Europe;Male;Male
Mia;04.10.2014 19:57:23;04.10.2014 21:06:23;69;Christian;Nebraska;Spain;0.07;4.83;United States;Europe;Female;Male
Mia;04.10.2014 19:57:23;04.10.2014 20:03:23;6;Christian;Nebraska;Spain;0.07;0.42;United States;Europe;Female;Male
Clara;04.10.2014 20:13:20;04.10.2014 20:36:20;23;Nevio;Maryland;Burundi;1.39;31.97;United States;Africa;Female;Male
Jonathan;04.10.2014 20:13:20;04.10.2014 20:36:20;23;Nevio;West Virginia;Burundi;1.39;31.97;United States;Africa;Male;Male
Emma;04.10.2014 20:18:02;04.10.2014 20:53:02;35;Diane;New Jersey;Saudi Arabia;0.47;16.45;United States;Asia;Female;Female
Sofia;04.10.2014 20:27:10;04.10.2014 20:51:10;24;Jolie;Massachusetts;Bahamas;0.23;5.52;United States;North America;Female;Female
Elias;04.10.2014 20:27:10;04.10.2014 20:51:10;24;Diane;New Jersey;Saudi Arabia;0.47;11.28;United States;Asia;Male;Female
Maximilian;04.10.2014 20:27:10;04.10.2014 20:51:10;24;Diane;Rhode Island;Saudi Arabia;0.47;11.28;United States;Asia;Male;Female
Leni;04.10.2014 20:29:44;04.10.2014 20:47:44;18;Steven;Missouri;Montenegro;0.31;5.58;United States;Europe;Male;Male
Jakob;04.10.2014 20:35:54;04.10.2014 21:11:54;36;Diane;Texas;Saudi Arabia;0.47;16.92;United States;Asia;Male;Female
Anton;04.10.2014 20:54:55;04.10.2014 21:52:55;58;Diane;Arkansas;Saudi Arabia;0.47;27.26;United States;Asia;Male;Female
Anton;04.10.2014 20:56:48;04.10.2014 20:59:48;3;Diane;Arkansas;Saudi Arabia;0.47;1.41;United States;Asia;Male;Female
Anton;04.10.2014 20:57:50;04.10.2014 21:46:50;49;Diane;Arkansas;Saudi Arabia;0.47;23.03;United States;Asia;Male;Female
Alina;04.10.2014 20:58:14;04.10.2014 21:42:14;44;Diane;Connecticut;Saudi Arabia;0.47;20.68;United States;Asia;Female;Female
Alina;04.10.2014 20:58:14;04.10.2014 21:44:14;46;Diane;Connecticut;Saudi Arabia;0.47;21.62;United States;Asia;Female;Female
Mika;04.10.2014 20:59:05;04.10.2014 22:46:05;107;Tamino;Vermont;Vietnam;0.65;69.55;United States;Asia;Male;Male
Mia;04.10.2014 20:59:05;04.10.2014 22:50:05;111;Tamino;Nebraska;Vietnam;0.65;72.15;United States;Asia;Female;Male
Niklas;04.10.2014 20:59:05;04.10.2014 21:42:05;43;Tamino;Florida;Vietnam;0.65;27.95;United States;Asia;Male;Male
Niklas;04.10.2014 20:59:05;04.10.2014 22:57:05;118;Tamino;Florida;Vietnam;0.65;76.70;United States;Asia;Male;Male
Niklas;04.10.2014 20:59:22;04.10.2014 21:29:22;30;Christian;Florida;Spain;0.07;2.10;United States;Europe;Male;Male
Mia;04.10.2014 20:59:22;04.10.2014 21:26:22;27;Christian;Nebraska;Spain;0.07;1.89;United States;Europe;Female;Male
Mia;04.10.2014 20:59:22;04.10.2014 21:27:22;28;Christian;Nebraska;Spain;0.07;1.96;United States;Europe;Female;Male
Anton;04.10.2014 21:04:55;04.10.2014 22:41:55;97;Diane;Arkansas;Saudi Arabia;0.47;45.59;United States;Asia;Male;Female
Anton;04.10.2014 21:06:49;04.10.2014 22:00:49;54;Diane;Arkansas;Saudi Arabia;0.47;25.38;United States;Asia;Male;Female
Mika;04.10.2014 21:10:11;04.10.2014 21:17:11;7;Diane;Vermont;Saudi Arabia;0.47;3.29;United States;Asia;Male;Female
Mia;04.10.2014 21:10:11;04.10.2014 21:15:11;5;Diane;Nebraska;Saudi Arabia;0.47;2.35;United States;Asia;Female;Female
Niklas;04.10.2014 21:10:11;04.10.2014 22:56:11;106;Diane;Florida;Saudi Arabia;0.47;49.82;United States;Asia;Male;Female
Niklas;04.10.2014 21:10:11;04.10.2014 22:55:11;105;Diane;Florida;Saudi Arabia;0.47;49.35;United States;Asia;Male;Female
Anton;04.10.2014 21:13:05;04.10.2014 21:35:05;22;Diane;Arkansas;Saudi Arabia;0.47;10.34;United States;Asia;Male;Female
Rafael;04.10.2014 21:21:53;04.10.2014 22:58:53;97;Meyra;Maine;Turks and Caicos;0.52;50.44;United States;North America;Male;Female
Rafael;04.10.2014 21:22:35;04.10.2014 22:07:35;45;Meyra;Maine;Turks and Caicos;0.52;23.40;United States;North America;Male;Female
Mika;04.10.2014 21:24:02;04.10.2014 21:50:02;26;Tamino;Vermont;Vietnam;0.65;16.90;United States;Asia;Male;Male
Mia;04.10.2014 21:24:02;04.10.2014 21:50:02;26;Tamino;Nebraska;Vietnam;0.65;16.90;United States;Asia;Female;Male
